28,"Casa en Venta, Torreon, Coahuila de Zaragoza",2940000,3,273,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-torreon-coahuila-de-zaragoza-805.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/52de11591fdfe0.jpg,25.5782,-103.385,8,10769.2
29,Casa en Venta en Los Vinedos,2261340,3,208,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-1195.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4e93a4fa7437f3.jpg,25.5782,-103.385,8,10871.8
30,Casa en Venta en Los Vinedos,2137000,3,185,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-1199.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7edeef97518b9a.jpg,25.5782,-103.385,8,11551.4
31,Casa en Venta en Los Vinedos,2500000,3,232,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-1207.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cf577317fbc5f6.jpg,25.5782,-103.385,8,10775.9
32,Casa en Venta en Los Vinedos,1870000,3,205,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-217.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2359d48b69a19d.jpg,25.5782,-103.385,8,9121.95
33,Casa en Venta en Los Vinedos,1605080,3,300,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-326.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4a90390ce8e07a.jpg,25.5782,-103.385,8,5350.27
34,"CASA EN VENTA EN VINEDOS, TORREON",1376706,2,82,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-vinedos-torreon-39.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1ae5dc48ec8897.jpg,25.5782,-103.385,8,16789.1
35,"CASA EN VENTA EN LOS VINEDOS, TORREON",2000000,3,200,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-torreon-72.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/867023e12420b3.jpg,25.5782,-103.385,8,10000
36,Casa en Venta en Los Vinedos,2440041,4,198,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-920.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/343a342b316c14.jpg,25.5782,-103.385,8,12323.4
37,Casa en Venta en Los Vinedos,2150000,3,210,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-1059.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9a98ecb91692b3.jpg,25.5782,-103.385,8,10238.1
38,Casa en Venta en Los Vinedos,2487000,3,247,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-507.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4775094dadf5b5.jpg,25.5782,-103.385,8,10068.8
39,Casa en Venta en FRACC VINEDOS,3490000,3,315,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-fracc-vinedos-57.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2e408b6504578a.jpg,25.5782,-103.385,8,11079.4
40,Casa en Venta en Los Vinedos,2500000,3,230,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-213.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/13db3baeff4a7d.jpg,25.5782,-103.385,8,10869.6
41,Casa en Venta en Los Vinedos,1795000,3,148,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-953.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/898765857cab6b.jpg,25.5782,-103.385,8,12128.4
42,Casa en Venta en Los Vinedos,1575000,3,152,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-1064.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d0b6ec58a2f427.jpg,25.5782,-103.385,8,10361.8
43,Casa en Venta en Los Vinedos,3400000,3,315,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-1130.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/463dad563cf100.jpg,25.5782,-103.385,8,10793.7
44,Casa en Venta en Los Vinedos,2495000,3,206,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-665.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b98f7d95be10d2.jpg,25.5782,-103.385,8,12111.7
45,Casa en Venta en Los Vinedos,2800000,3,280,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-273.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/aea83ef3d7d413.jpg,25.5782,-103.385,8,10000
46,Casa en Venta en Los Vinedos,2500000,4,248,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-853.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/60c6f0b468b4ab.jpg,25.5782,-103.385,8,10080.6
47,"Casa en Venta, Torreon, Coahuila de Zaragoza",1640000,3,121,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-torreon-coahuila-de-zaragoza-571.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/60c252c978d3d5.jpg,25.5782,-103.385,8,13553.7
48,Casa  en Vinedos,2350000,4,255,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-vinedos-21.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/66b94af6437014.jpg,25.5782,-103.385,8,9215.69
49,Casa en Venta en Los Vinedos,1595000,3,152,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-1090.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5170c91ea17665.jpg,25.5782,-103.385,8,10493.4
50,Casa en Los Vinedos,1586462,3,116,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-los-vinedos-105.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2da614204f9fe1.jpg,25.5782,-103.385,8,13676.4
51,"Casa Nueva en Venta, Los Vinedos, Cerrada Tucan, Torreon.",3700000,3,293,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-nueva-en-venta-los-vinedos-cerrada-tucan-torreon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a64e6fd683b516.jpg,25.5782,-103.385,8,12628
52,Casa en Venta en Los Vinedos,3850000,4,305,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-792.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/de7c00daebeb68.jpg,25.5782,-103.385,8,12623
53,"CASA EN VENTA EN LOS VINEDOS, TORREON",3850000,4,305,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-torreon-62.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/874f9c5d6f4bf2.jpg,25.5782,-103.385,8,12623
54,"¡Casa Nueva! ubicada en Fracc. Puerta Norte, Los Vinedos, Torreon Coahuila",2860000,3,272,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-nueva-ubicada-en-fracc-puerta-norte-los-vinedos-torreon-coahuila.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/449fca8af3efcd.jpg,25.5782,-103.385,8,10514.7
55,"¡Pre-venta! Casa nueva, con 4 recamaras con bano completo cada una, 1 recamara en pla...",2080750,4,213,"Los Vinedos, Torreon",https://www.lamudi.com.mx/pre-venta-casa-nueva-con-4-recamaras-con-bano-completo-cada-una-1-recamara-en-planta-baja-en-sector-vinedos-torreon-coahuila-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5ac6338d55c17c.jpg,25.5782,-103.385,8,9768.78
56,Casa en Venta en Los Vinedos,1990000,4,166,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-850.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2320b6661ab80f.jpg,25.5782,-103.385,8,11988
57,"CASA EN VENTA EN LOS VINEDOS, TORREON",1575000,3,144,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-torreon-77.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3e966cce9e728f.jpg,25.5782,-103.385,8,10937.5
58,"CASA EN VENTA EN LOS VINEDOS, TORREON",2350000,3,210,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-torreon-84.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e60dbfa7001fe5.jpg,25.5782,-103.385,8,11190.5
59,Casa en Venta en Fracc. Las Vinas Residencial,3290000,4,310,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-fracc-las-vinas-residencial-22.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1402fb1f8be4a8.jpg,25.5782,-103.385,8,10612.9
60,CASA EN VENTA EN CORZO VINEDOS CON HABITACION EN PLANTA BAJA,2600000,4,250,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-corzo-vinedos-con-habitacion-en-planta-baja.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b252b87c171a2e.jpg,25.5782,-103.385,8,10400
61,Casa en Venta en Los Vinedos,4550000,4,343,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-849.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/722c2f0db8a42f.jpg,25.5782,-103.385,8,13265.3
62,Vivienda residencial en venta totalmente equipada con Casa Club.,2350000,3,188,"Los Vinedos, Torreon",https://www.lamudi.com.mx/vivienda-residencial-en-venta-totalmente-equipada-con-casa-club.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/06f772e799e9f5.jpg,25.5782,-103.385,8,12500
63,Casa en Venta en Los Vinedos,1750000,2,141,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-119.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cc1478e2188a19.jpg,25.5782,-103.385,8,12411.3
64,Casa en Los Vinedos,1940000,3,175,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-los-vinedos-79.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/02bc50a960a77c.jpg,25.5782,-103.385,8,11085.7
65,Finca/Rancho en Los Vinedos,1400000,1,1,"Los Vinedos, Torreon",https://www.lamudi.com.mx/finca-rancho-en-los-vinedos.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2e3332383aaf93.jpg,25.5782,-103.385,8,1400000
66,Casa en Los Vinedos,1490000,3,120,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-los-vinedos-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0c308feac6e202.jpg,25.5782,-103.385,8,12416.7
67,"¡Recamara en Planta Baja! Casa en Venta, Sector Vinedos, Torreon, Coahuila",2300000,3,200,"Los Vinedos, Torreon",https://www.lamudi.com.mx/recamara-en-planta-baja-casa-en-venta-sector-vinedos-torreon-coahuila.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4ea4737a262745.jpg,25.5782,-103.385,8,11500
68,CASA EN VENTA FRACCIONAAMIENTO VINEDOS,2415000,2,206,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-fraccionaamiento-vinedos.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d4cf1448f1aa0d.jpg,25.5782,-103.385,8,11723.3
69,"Casa en Venta, Torreon, Coahuila de Zaragoza",3400000,3,315,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-torreon-coahuila-de-zaragoza-748.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ca227c1cf72a51.jpg,25.5782,-103.385,8,10793.7
70,CASA EN VENTA EN FRACC. PUERTO ALBA,2157213,4,211,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-fracc-puerto-alba.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a576108a944c01.jpg,25.5782,-103.385,8,10223.8
71,Casas en Venta en Sector Vinedos,1950000,3,195,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casas-en-venta-en-sector-vinedos.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4357b277093a5.jpg,25.5782,-103.385,8,10000
72,Casa en Alebrijes Residencial,1500000,3,152,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-alebrijes-residencial.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cdde5dcaa82e75.jpg,25.5782,-103.385,8,9868.42
73,CASA EN VENTA EN LOS VINEDOS,1600000,3,159,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-1188.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/130ceb967078be.jpg,25.5782,-103.385,8,10062.9
74,Casa en Venta en Los Vinedos,3800000,3,376,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-550.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1303a5b3e453f8.jpg,25.5782,-103.385,8,10106.4
75,Casa en Venta en Los Vinedos,2295000,4,238,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-98.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b4d7a8845fd256.jpg,25.5782,-103.385,8,9642.86
76,"Casa en Venta, Torreon, Coahuila de Zaragoza",1409000,3,116,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-torreon-coahuila-de-zaragoza-461.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f8b845046ae786.jpg,25.5782,-103.385,8,12146.6
77,Casa en Venta en Los Vinedos,3990000,4,315,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-794.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ea6e0edab1c87b.jpg,25.5782,-103.385,8,12666.7
78,"Casa en Venta, Torreon, Coahuila de Zaragoza",3800000,4,305,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-torreon-coahuila-de-zaragoza-528.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fe22c7cb7943b3.jpg,25.5782,-103.385,8,12459
79,Casa en Venta en Los Racimos (Los Vinedos),3250000,4,271,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-racimos-los-vinedos-17.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4b54c46b9355c7.jpg,25.5782,-103.385,8,11992.6
80,Promocion Casa equipada en sector Vinedos con area de alberca - Torreon,1692000,3,154,"Los Vinedos, Torreon",https://www.lamudi.com.mx/promocion-casa-equipada-en-sector-vinedos-con-area-de-alberca-torreon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c38f0bf5158abf.jpg,25.5782,-103.385,8,10987
81,"¡Nueva! Casa en Venta, Los Vinedos, Torreon, Coahuila",3200000,3,257,"Los Vinedos, Torreon",https://www.lamudi.com.mx/nueva-casa-en-venta-los-vinedos-torreon-coahuila.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c1475987d225ad.jpg,25.5782,-103.385,8,12451.4
82,CASA EN VENTA EN VINEDOS MUY EQUIPADA Y CON LAS MEJORES AMENIDADES,2720000,4,256,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-vinedos-muy-equipada-y-con-las-mejores-amenidades.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3663f6dc7b0fe2.jpg,25.5782,-103.385,8,10625
83,"CASA EN VENTA EN VINEDOS, TORREON",4240000,4,339,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-vinedos-torreon-37.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0b2be2a0392e74.jpg,25.5782,-103.385,8,12507.4
84,"Casa en Venta, Torreon, Coahuila de Zaragoza",2995000,3,262,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-torreon-coahuila-de-zaragoza-543.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/dbfd7858cc6eea.jpg,25.5782,-103.385,8,11431.3
85,¡OPORTUNIDAD! Casa EN VENTA Lista Para Habitar con Ubicacion Privilegiada en Sector V...,2250000,3,266,"Los Vinedos, Torreon",https://www.lamudi.com.mx/oportunidad-casa-en-venta-lista-para-habitar-con-ubicacion-privilegiada-en-sector-vinedos.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0307a19764018b.jpg,25.5782,-103.385,8,8458.65
86,Casa en Venta en RESIDENCIAL VINEDOS,2200000,3,179,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-residencial-vinedos-9.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/01d019d9a41a9c.jpg,25.5782,-103.385,8,12290.5
87,"ESTRENA CASA EN LA NUEVA ETAPA DE VINEDOS PALMAR, CON HABITACION EN PLANTA BAJA",2220000,3,202,"Los Vinedos, Torreon",https://www.lamudi.com.mx/estrena-casa-en-la-nueva-etapa-de-vinedos-palmar-con-habitacion-en-planta-baja.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3af1a1ac9429ac.jpg,25.5782,-103.385,8,10990.1
88,"CASA EN VENTA EN LOS VINEDOS, TORREON",1600000,3,159,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-torreon-92.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a3bb2db39e9ec6.jpg,25.5782,-103.385,8,10062.9
89,Casa en Venta en FRACC VINEDOS,1950000,3,195,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-fracc-vinedos-59.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/dc92310b85a22a.jpg,25.5782,-103.385,8,10000
90,Casa en Venta en Los Vinedos,2217000,3,208,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-1100.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9834a9c193dc4a.jpg,25.5782,-103.385,8,10658.7
91,EXCELENTE CASA EN VENTA CON RECAMARA EN PLANTA BAJA NUEVAZONA EN VINEDOS TORREON,2200000,3,202,"Los Vinedos, Torreon",https://www.lamudi.com.mx/excelente-casa-en-venta-con-recamara-en-planta-baja-nuevazona-en-vinedos-torreon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/86bf7ed7755994.jpg,25.5782,-103.385,8,10891.1
92,Casa en Venta en Los Vinedos,3990000,4,315,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-en-los-vinedos-977.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/05e6a6351f3bae.jpg,25.5782,-103.385,8,12666.7
93,"CASA EN VENTA TORREON,  VINEDOS",1650000,2,141,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-venta-torreon-vinedos.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/21f143da256062.jpg,25.5782,-103.385,8,11702.1
94,Casa en Los Vinedos,2850000,3,270,"Los Vinedos, Torreon",https://www.lamudi.com.mx/casa-en-los-vinedos-57.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/02a2d0290f843b.jpg,25.5782,-103.385,8,10555.6
